,Job Title,Job Sector,Recruit Condition,Company Info,DeadLines_MonJan151332042018
12,티센크루프엘리베..[본사] 서비스사업부 기술운영본부 인재 모집,설계·CAD·CAMAS·서비스·수리 ,5년↑_대학교(4년)↑_,정규직서울 양천구,~ 01/22(월)
13,우신공업(주)우신공업(주) 2018년 상반기 정규 채용,생산관리·품질관리연구소·R&D; ,신입 · 경력_대학교(4년)↑_,정규직충남 당진시,오늘마감
14,㈜이롬온라인사업팀 영업 담당자 모집,일반영업판매·매장관리영업기획·관리·지원 ,신입 · 경력_학력무관_,정규직경기 성남시 분당구,~ 01/22(월)
15,동아에스텍㈜전략기획 경력 사원 모집,기획·전략·경영총무·법무·사무영업기획·관리·지원 ,7년↑_대학교(4년)↑_,정규직전남 화순군,~ 01/19(금)
16,㈜영신화공[품질보증] 신입/경력사원 모집 (일본어),생산관리·품질관리외국어·번역·통역해외영업·무역영업 ,"신입 · 경력_대학(2,3년)↑_",정규직경남 김해시,내일마감
17,"인지에이엠티㈜[전산팀] 하드웨어·소프트웨어, 응용프로그램 개발 정규직 채용",응용프로그램개발하드웨어·소프트웨어 ,"3 ~ 7년_대학(2,3년)↑_","정규직충남 당진시3,600~3,800만원",내일마감
18,오스코텍(주)오스코텍 판교연구소 의약화학팀 연구원 모집,연구소·R&D; ,신입 · 경력_석사↑_,정규직경기 성남시 분당구,~ 02/09(금)
19,(주)와이디온라인시스템엔지니어 채용,서버·네트워크·보안 ,3 ~ 8년_학력무관_,정규직서울 강남구,~ 01/21(일)
20,셀트리온헬스케어㈜셀트리온헬스케어 수시채용,기획·전략·경영총무·법무·사무홍보·PR·사보 외        ,신입 · 경력_대학교(4년)↑_,정규직인천 연수구,오늘마감
21,(주)한화이글스마케팅팀장 경력사원 채용,홍보·PR·사보마케팅·광고·분석레저·스포츠 ,5년↑_대학교(4년)↑_,정규직대전 중구,~ 01/17(수)
22,조이시티모바일게임 DBA (데이터베이스관리자) 모집,게임·Game데이터베이스·DBA ,3년↑_학력무관_,정규직경기 성남시 분당구,~ 01/19(금)
23,(주)메디톡스QC(미생물담당) 경력사원 모집,바이오·제약·식품 ,2년↑_대학교(4년)↑_,정규직충북 청주시 흥덕구,~ 01/31(수)
24,㈜LG화학안전환경 분야 경력사원 모집(생명과학사업본부),연구소·R&D;환경·플랜트안전·품질·검사·관리 ,4년↑_대학교(4년)↑_,전북 익산시,~ 01/19(금)
25,현대건설㈜건설장비 안전관리자 경력직모집,안전·품질·검사·관리 ,5년↑_학력무관_,정규직 · 계약직서울 종로구,~ 01/18(목)
26,"㈜롯데홈쇼핑2018년 1월 경력채용(TV MD(뷰티), TV MD(식품), 품질관리(생..",기획·전략·경영마케팅·광고·분석고객센터·CS 외        ,7년↑_대학교(4년)↑_,정규직서울 영등포구,오늘마감
27,㈜엔피케이공무팀 경력직원 채용공고 (전기선임 가능자),기계·기계설비화학·에너지전기·전자·제어 외        ,"3년↑_대학(2,3년)↑_",정규직경기 평택시,~ 01/31(수)
28,주식회사 디케이..[카카오계열사] 모바일 전문 테스트 엔지니어 정규직 채용,웹마스터·QA·테스터 ,2년↑_학력무관_,정규직경기 성남시 분당구,~ 01/21(일)
29,경남신용보증재단2018년 경남신용보증재단 신입직원 채용 공고,총무·법무·사무 ,경력무관_학력무관_,"정규직경남 창원시2,800~3,000만원",내일마감
30,(주) 셀바스헬스..2018년 상반기 Android앱개발 신입사원 모집,응용프로그램개발하드웨어·소프트웨어 ,신입_대학교(4년)↑_,정규직대전 유성구,~ 01/17(수)
31,LG디스플레이㈜개발/공정 분야 엔지니어 모집(베트남어 가능인원 限),생산관리·품질관리반도체·디스플레이·LCD연구소·R&D; ,신입 · 경력_대학교(4년)↑_,경기 파주시,~ 01/19(금)
32,주택관리공단㈜인천지사 신입사원 채용공고(행정직),안전·품질·검사·관리부동산·개발·경매·분양 ,신입_학력무관_,정규직 · 계약직경기 고양시,~ 01/17(수)
33,㈜신원수출 경영관리팀 대졸신입/경력 채용,기획·전략·경영회계·재무·세무·IR ,신입 · 경력_대학교(4년)↑_,정규직 · 인턴직서울 마포구,오늘마감
34,SK이노베이션㈜소재품질기획팀 경력사원 채용,생산관리·품질관리연구소·R&D; ,3년↑_대학교(4년)↑_,정규직충북 증평군,~ 01/21(일)
35,(주)큐브엔터테인..(주)큐브엔터테인먼트 디자인팀 채용,그래픽디자인·CG출판·편집디자인제품·산업디자인 ,신입 · 경력_대학교(4년)↑_,정규직서울 성동구,~ 01/21(일)
36,JTBC미디어텍제작디자인팀 경력사원 채용,그래픽디자인·CG출판·편집디자인제품·산업디자인 외        ,2년↑_학력무관_,정규직서울 마포구,~ 01/21(일)
37,㈜대진디엠피대진디엠피 헬스케어 미용기기 마케팅 기획 및 운영,홍보·PR·사보마케팅·광고·분석 ,3년↑_학력무관_,정규직서울 강남구,~ 02/02(금)
38,SK이노베이션㈜FCCL생산팀 경력사원 채용,전기·전자·제어생산관리·품질관리생산·제조·포장·조립 ,3년↑_대학교(4년)↑_,정규직충북 증평군,~ 01/21(일)
39,용마로지스주식회사포워딩 결산 경력자 채용,경리·출납·결산무역사무·수출입 ,3년↑_대학교(4년)↑_,정규직경기 김포시,~ 01/22(월)
40,(주)아이에이시스템설계실 연구소·R&D; 채용(경력직),연구소·R&D; ,3 ~ 10년_대학교(4년)↑_,정규직서울 송파구,~ 02/04(일)
41,참좋은여행(주)IT부문 경력 채용,웹기획·PM웹개발응용프로그램개발 외        ,경력_학력무관_,정규직서울 종로구,~ 01/22(월)
42,"㈜신원과테말라 회계,재무 담당 신입/경력 채용",회계·재무·세무·IR ,신입 · 경력_학력무관_,정규직 · 인턴직북·중미 북·중미기타,~ 01/17(수)
43,㈜탑엔지니어링기획·전략·경영(전략기획&기획) 모집합니다,기획·전략·경영 ,2년↑_대학교(4년)↑_,정규직경기 파주시,~ 01/21(일)
44,한국아이티오(주)[일본어必]경리·회계·기획·대관 책임자 채용,회계·재무·세무·IR해외영업·무역영업 ,10년↑_학력무관_,정규직경기 화성시,~ 01/26(금)
45,대주전자재료㈜R&D;부문(도전재료 개발 연구원) 신입/경력사원 채용,금속·금형화학·에너지비금속·요업·신소재 외        ,신입 · 경력_대학교(4년)↑_,정규직경기 시흥시,~ 01/17(수)
46,㈜SPC네트웍스㈜SPC네트웍스 2018년 경력직 수시채용,회계·재무·세무·IR일반영업영업기획·관리·지원 외        ,1년↑_대학교(4년)↑_,정규직서울 강남구,~ 01/21(일)
47,㈜신호인더스트리2018 주식회사 신호인더스트리 상반기 공개채용,일반영업기술영업영업기획·관리·지원 외        ,신입 · 경력_대학교(4년)↑_,정규직충남 예산군,~ 01/17(수)
48,엔에이치농협캐피..NH농협캐피탈 경영지원팀 (인사전략 및 기획) 정규직 채용,인사·교육·노무 ,7년↑_학력무관_,정규직서울 영등포구,17시마감
49,(주)광림법무담당 정규직 채용,총무·법무·사무 ,경력무관_대학교(4년)↑_,정규직서울 중구,~ 02/04(일)
50,신일제약㈜신일제약(주) 제약 연구·개발 신입&경력 채용,약사 ,신입 · 경력_대학교(4년)↑_,정규직경기 성남시 중원구,~ 02/07(수)
51,(주)레뱅드매일(주)레뱅드매일 물류/구매담당 모집,구매·자재·재고 ,3년↓_대학교(4년)↑_,정규직서울 서초구,~ 02/13(화)
52,(주)레뱅드매일(주)레뱅드매일 영업사원(신입/경력) 모집,일반영업 ,신입 · 경력_학력무관_,정규직서울 서초구,~ 02/08(목)
53,㈜시큐브공공부문 기술영업(신입/경력),서버·네트워크·보안하드웨어·소프트웨어 ,신입 · 경력_대학교(4년)↑_,정규직서울 구로구,~ 01/18(목)
54,이루온Linux / Unix C개발자 모집,응용프로그램개발 ,"2년↑_대학(2,3년)↑_",정규직경기 성남시 분당구,~ 01/22(월)
55,"㈜루트로닉코스닥상장사_의료기기 해외영업, RA(인허가) 신입/경력",총무·법무·사무일반영업기술영업 외        ,신입 · 경력_대학교(4년)↑_,정규직경기 고양시 덕양구,~ 01/21(일)
56,"광전자㈜[광전자그룹] 해외영업, 머신비전개발 신입/경력 사원모집",일반영업전기·전자·제어응용프로그램개발 외        ,신입 · 경력_대학교(4년)↑_,정규직전북 익산시,오늘마감
57,㈜월덱스무기화학/화학분석外 1개 부문 담당자 모집합니다,화학·에너지 ,경력무관_대학교(4년)↑_,"정규직경북 구미시2,200~2,400만원",~ 02/07(수)
58,㈜인터엠인터엠 총무팀 인사파트 직원 모집,인사·교육·노무 ,신입 · 경력_대학교(4년)↑_,정규직서울 도봉구,~ 01/31(수)
59,㈜아이즈비전㈜아이즈비전 각 부문별 경력사원 모집(MD/영업),기획·전략·경영마케팅·광고·분석일반영업 외        ,5년↑_학력무관_,정규직서울전체,오늘마감
60,컷코 코리아㈜2018년 컷코코리아 서울/부산 세일즈 마스터 공개 채용,일반영업기술영업영업기획·관리·지원 ,"신입 · 경력_대학(2,3년)↑_",정규직서울 송파구,내일마감
61,(주)에스에너지(주)에스퓨얼셀 응용프로그램개발(C·C++/Labview) 채용,응용프로그램개발 ,경력무관_대학교(4년)↑_,정규직경기 성남시 중원구,~ 02/05(월)
62,(주)가나안[정규직] 해외관리팀 경력직 직원 모집,무역사무·수출입 ,"5 ~ 8년_대학(2,3년)↑_","정규직서울 강동구4,000~5,000만원",~ 01/21(일)
63,(주)NE능률부문별 경력직 채용 공고,영업기획·관리·지원웹기획·PM교육기획·교재 ,1년↑_학력무관_,정규직서울 마포구,내일마감
64,조이시티[조이시티] AOS모바일 플랫폼 개발 담당자 모집,게임·Game응용프로그램개발 ,신입 · 경력_학력무관_,정규직경기 성남시 분당구,~ 01/19(금)
65,㈜쎌바이오텍인사업무 경력자 채용(과장급),인사·교육·노무 ,8 ~ 12년_대학교(4년)↑_,정규직경기 김포시,~ 02/04(일)
66,(주)씨엠에스에듀유아 교육 연구 개발 경력사원 채용,교육기획·교재 ,2년↑_대학교(4년)↑_,정규직서울 서초구,~ 01/20(토)
67,㈜웰크론대리점 침구 매장 vmd팀 경력직 모집,상품기획·MD전시·공간디자인 ,"3년↑_대학(2,3년)↑_",정규직서울 구로구,오늘마감
68,(주)파인디앤씨(주)파인디앤씨 파인드론 드론 관리 및 행정 담당자 모집,총무·법무·사무기계·기계설비연구소·R&D; ,"경력무관_대학(2,3년)↑_",정규직경기 의정부시,~ 01/31(수)
69,(주)파인디앤씨(주)파인디앤씨 파인드론 전자 H/W 설계개발 경력사원 모집,전기·전자·제어연구소·R&D; ,"3년↑_대학(2,3년)↑_",정규직경기 의정부시,~ 01/31(수)
70,알서포트(주)[코스닥상장사] SW전문기업의 Web FrontEnd개발자를 모십니다.,웹개발 ,신입 · 경력_학력무관_,정규직서울 송파구,~ 02/04(일)
71,㈜삼양홀딩스[경력] 삼양사 인천1공장 경력사원 모집,기계·기계설비생산관리·품질관리 ,3년↑_대학교(4년)↑_,인천 서구,~ 01/24(수)
72,덕양산업㈜2018년 덕양산업 인턴사원 모집,회계·재무·세무·IR기계·기계설비전기·전자·제어 외        ,신입_대학교(4년)↑_,인턴직울산 북구,오늘마감
73,㈜민음사신입 및 경력 편집자를 모집합니다.,인쇄·출판·편집 ,신입 · 경력_대학교(4년)↑_,정규직 · 계약직서울 강남구,~ 01/31(수)
74,"데상트코리아㈜디지털전략 (서비스기획, 기술기획 담당) 경력사원 모집",기획·전략·경영웹개발응용프로그램개발 ,5년↑_대학교(4년)↑_,서울 송파구,~ 01/31(수)
75,삼강엠앤티㈜삼강엠앤티㈜ 신입 및 경력사원 모집,인사·교육·노무회계·재무·세무·IR생산관리·품질관리 외        ,4 ~ 10년_학력무관_,정규직경남 고성군,~ 01/21(일)
76,㈜LG생활건강[LG유니참] 생산관리/제품안전/품질관리 신입 및 경력 채용,생산관리·품질관리 ,신입 · 경력_대학교(4년)↑_,경북 구미시,~ 01/22(월)
77,㈜윈하이텍2018 상반기 공사관리 신입사원 채용,설계·CAD·CAM건축·인테리어·설계전기·소방·통신·설비 외        ,신입_대학교(4년)↑_,정규직서울 금천구,~ 01/19(금)
78,알서포트(주)[코스닥상장사] SW전문기업 제품기획자를 모십니다.,웹기획·PM하드웨어·소프트웨어 ,"1 ~ 5년_대학(2,3년)↑_",정규직서울 송파구,~ 02/04(일)
79,㈜그린카롯데그룹사 ㈜그린카 2018년 상반기 신입/경력 공개채용,기획·전략·경영홍보·PR·사보인사·교육·노무 외        ,신입 · 경력_대학교(4년)↑_,정규직서울 강남구,오늘마감
80,데상트코리아㈜퍼포먼스 의류 디자인 경력 사원 모집,의류·패션·잡화디자인 ,5 ~ 7년_대학교(4년)↑_,서울 송파구,~ 01/31(수)
81,㈜이수페타시스㈜이수페타시스 경력직 채용,총무·법무·사무일반영업영업기획·관리·지원 외        ,5년↑_대학교(4년)↑_,정규직대구전체,~ 01/31(수)
82,(주)인터파크[인터파크] 티켓부문 서비스기획 담당자 채용 (경력),웹기획·PM웹디자인퍼블리싱·UI개발 ,3 ~ 5년_대학교(4년)↑_,정규직서울 서초구,~ 01/21(일)
83,㈜윈하이텍2018년 상반기 생산지원(사무보조) 신입/경력 모집,사무보조·문서작성생산관리·품질관리 ,"신입 · 경력_대학(2,3년)↑_",정규직충북 음성군,~ 01/19(금)
84,대한칼소닉(주)총무팀 전산(경력) 채용,서버·네트워크·보안ERP·시스템분석·설계하드웨어·소프트웨어 ,4년↑_대학교(4년)↑_,정규직충남 천안시 서북구,~ 01/25(목)
85,대한칼소닉(주)재경팀 (경력),경리·출납·결산회계·재무·세무·IR ,10년↑_대학교(4년)↑_,정규직충남 천안시 서북구,~ 01/18(목)
86,(주)대합하이퍼텍스마트폰 HW 개발 경력자 모집,시스템개발통신·모바일하드웨어·소프트웨어 ,"5년↑_대학(2,3년)↑_",정규직서울전체,~ 02/04(일)
87,굴드펌프㈜수출입 통관 및 물류업무 담당자,물류·유통·운송 ,경력무관_고졸↑_,정규직충북 청원군,~ 02/04(일)
88,"(주)제넥신[제넥신] 임상 CRO, Vendor 및 임상연구 총괄 관리 등 직원 모집",바이오·제약·식품 ,신입 · 경력_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/19(금)
89,(주)대합하이퍼텍Android 스마트폰 S/W(Device Drivers) 개발자 모집,시스템개발통신·모바일하드웨어·소프트웨어 ,"10년↑_대학(2,3년)↑_",정규직경기 성남시 중원구,~ 02/04(일)
90,(주)대합하이퍼텍스마트폰 H/W 개발 경력자 모집,통신·모바일하드웨어·소프트웨어 ,"10년↑_대학(2,3년)↑_",정규직경기 성남시 중원구,~ 02/04(일)
91,"㈜하이스틸해외영업부 신입, 경력사원 모집",일반영업해외영업·무역영업 ,신입 · 경력_대학교(4년)↑_,정규직서울 중구,~ 01/20(토)
92,고려제약고려제약(주) 품질관리팀 사원모집,화학·에너지 ,신입 · 경력_대학교(4년)↑_,정규직경기 이천시,~ 01/19(금)
93,주식회사 디케이..[카카오계열사] 로엔엔터테인먼트 인프라 OP,서버·네트워크·보안하드웨어·소프트웨어 ,신입 · 경력_학력무관_,정규직서울 성동구,~ 01/21(일)
94,유진판지공업(주)2018 상반기 영업관리 사무원 채용,영업기획·관리·지원 ,경력무관_학력무관_,"정규직경기 시흥시2,600~2,800만원",~ 01/18(목)
95,"KG케미칼(주)KG케미칼(주) 소재연구소 신입,경력 채용",연구소·R&D; ,경력무관_대학교(4년)↑_,정규직울산 울주군,~ 02/04(일)
96,"㈜클리오(주)클리오 화장품 제품디자인, VMD 경력직 채용",상품기획·MD제품·산업디자인의류·패션·잡화디자인 ,3 ~ 9년_대학교(4년)↑_,정규직서울 강남구,~ 01/18(목)
97,일양약품(주)[일양약품] 영업부문 93기 공개채용,일반영업 ,경력무관_대학교(4년)↑_,"정규직서울 강남구4,000~5,000만원",~ 01/21(일)
98,올림푸스한국㈜의료기기 RA 담당,총무·법무·사무 ,신입_대학교(4년)↑_,정규직서울 서초구,~ 01/17(수)
99,"계림요업(주)계림요업(주) 생산관리직 및 경영지원, 무역 사원 모집",회계·재무·세무·IR비금속·요업·신소재외국어·번역·통역 ,신입_대학교(4년)↑_,"정규직경북 구미시3,000~3,200만원",~ 01/18(목)
