,Job Title,Job Sector,Recruit Condition,Company Info,DeadLines_MonJan151332062018
41,"(주)솔트웍스경영기획실 인사, 총무 정규직 채용",인사·교육·노무 ,3 ~ 7년_학력무관_,정규직서울 구로구,~ 01/19(금)
42,영인프런티어(주)영인프런티어(주) 마케팅담당자 채용공고,마케팅·광고·분석기술영업 ,경력무관_대학교(4년)↑_,정규직서울 금천구,~ 01/19(금)
43,"(주)필옵틱스기구설계, UMAC/PMAC, PC S/W 신입/경력 채용의 건",기계·기계설비반도체·디스플레이·LCD ,신입 · 경력_학력무관_,정규직경기 수원시 권선구,~ 01/19(금)
44,"㈜코리아센터닷컴웹/앱 개발 유지보수, PHP 개발자 및 퍼블리셔 경력자 채용",웹마스터·QA·테스터서버·네트워크·보안웹기획·PM 외        ,신입 · 경력_학력무관_,정규직서울전체,~ 01/19(금)
45,영인프런티어(주)영인프런티어(주) 영업담당자 채용공고,기술영업 ,신입 · 경력_대학교(4년)↑_,정규직서울 금천구,~ 01/19(금)
46,㈜ 위닉스각 부문별 신입/경력사원 채용,총무·법무·사무경리·출납·결산인사·교육·노무 외        ,신입 · 경력_학력무관_,정규직경기 시흥시,~ 01/31(수)
47,케이씨티앤에스경영기획/분석 가능자 모집 (경력),기획·전략·경영 ,경력무관_대학교(4년)↑_,정규직서울 강남구,~ 02/03(토)
48,알서포트(주)[코스닥상장사] SW전문기업 기술영업 경력자를 모십니다.,기술영업하드웨어·소프트웨어 ,"4 ~ 5년_대학(2,3년)↑_",정규직서울 송파구,~ 01/26(금)
49,(주)지앤피재무/회계/결산업무 경력사원 모집,경리·출납·결산회계·재무·세무·IR ,2년↑_대학교(4년)↑_,정규직충북 충주시,~ 02/03(토)
50,패션그룹형지(주)[까스텔바쟉] 해외무역(수주) 담당 경력직 채용,해외영업·무역영업상품기획·MD ,3년↑_대학교(4년)↑_,정규직 · 계약직서울 강남구,~ 02/04(일)
51,(주)토니모리토니모리 신채널팀(디지털영업/디자인) 신입사원 채용,일반영업 ,신입_학력무관_,정규직서울 서초구,~ 01/31(수)
52,㈜유니드글로벌상사2018년 대졸공채 신입사원 모집,해외영업·무역영업무역사무·수출입 ,경력무관_대학교(4년)↑_,서울 중구,내일마감
53,"한국하니웰㈜기술영업,프로세스자동화 경력자 구인",IT·솔루션영업기술영업기계·기계설비 ,2 ~ 10년_학력무관_,정규직전남 여수시,오늘마감
54,파르나스호텔(주)[인터컨티넨탈 호텔] IT팀 신입사원 채용,서버·네트워크·보안호텔·카지노·콘도 ,신입_대학교(4년)↑_,계약직서울 강남구,~ 01/17(수)
55,㈜코리아나화장품(주)비오코스 패키지 디자이너(신입/경력-대졸) 모집,제품·산업디자인 ,신입 · 경력_대학교(4년)↑_,정규직경기 수원시 영통구,18시마감
56,대한뉴팜㈜대한뉴팜(주) 학술개발부문 RA팀 경력사원 모집,바이오·제약·식품 ,2년↑_대학교(4년)↑_,정규직서울 관악구,~ 01/19(금)
57,㈜프로텍㈜프로텍 각 부문 신입/경력사원 채용,기술영업기계·기계설비전기·전자·제어 외        ,신입 · 경력_고졸↑_,정규직경기 안양시,~ 01/21(일)
58,"칸타 코리아KANTAR Korea 통계, 전산 분야 신입 사원 모집",웹마스터·QA·테스터웹개발응용프로그램개발 외        ,"신입_대학(2,3년)↑_",계약직서울 영등포구,~ 01/21(일)
59,주택관리공단㈜인천지사 신입사원 채용공고(기술직),부동산·개발·경매·분양 ,신입_학력무관_,정규직 · 계약직경기 고양시,~ 01/17(수)
60,"선창산업㈜공시, IR 및 자금운용등 담당자 채용",회계·재무·세무·IR ,3년↑_대학교(4년)↑_,정규직서울 영등포구,~ 01/18(목)
61,㈜팜스코산과들F&C; 부문별 수시채용,생산관리·품질관리생산·제조·포장·조립바이오·제약·식품 외        ,신입 · 경력_학력무관_,충북 청주시 청원구,~ 01/17(수)
62,(주)종합건축사사..홍보기획 및 편집디자인 전문가 모집,그래픽디자인·CG출판·편집디자인광고·시각디자인 ,경력무관_학력무관_,정규직서울 강남구,~ 01/22(월)
63,메디포스트㈜[메디포스트㈜] 2018년 각 부문별 신입/경력 모집,총무·법무·사무사무보조·문서작성일반영업 외        ,신입 · 경력_학력무관_,정규직경기 성남시 분당구,~ 01/31(수)
64,(주)라온컴즈웹/앱 디자이너 모집(경력무관),웹디자인출판·편집디자인 ,경력무관_학력무관_,정규직서울 서초구,~ 02/02(금)
65,(주)타임교육(주)타임교육 교육팀(수학) 직원 모집,교육기획·교재 ,경력무관_대학교(4년)↑_,정규직서울 성동구,~ 01/31(수)
66,(주)타임교육(주)타임교육 사고력수학교육팀 채용(경력),입시·보습·속셈학원교육기획·교재 ,1년↑_대학교(4년)↑_,정규직서울 성동구,~ 01/31(수)
67,(주)에쎈테크품질관리·생산·생산기술신입/경력직모집,기계·기계설비전기·전자·제어생산관리·품질관리 ,신입 · 경력_대학교(4년)↑_,정규직전북 군산시,~ 01/21(일)
68,한국삼공SG한국삼공 개발본부 개발팀 [서울 소재] 채용,연구소·R&D; ,경력무관_대학교(4년)↑_,정규직서울 서초구,~ 01/19(금)
69,KR모터스[해외사업팀] 기획 정규직 모집 공고,기획·전략·경영 ,경력무관_대학교(4년)↑_,정규직경남 창원시,~ 01/24(수)
70,SK하이닉스[경력] 전략/기획 경력사원 모집,기획·전략·경영 ,3년↑_대학교(4년)↑_,경기 이천시,~ 01/24(수)
71,동원그룹동원그룹 온라인쇼핑몰 JAVA개발 경력모집,웹개발컨텐츠·사이트운영응용프로그램개발 ,2 ~ 8년_대학교(4년)↑_,정규직서울 서초구,~ 01/31(수)
72,코아스템(주)코아스템(주) 시설설비 및 세포치료제 제조 사원 모집,바이오·제약·식품 ,신입 · 경력_대학교(4년)↑_,정규직경기 용인시 처인구,~ 01/21(일)
73,KTH㈜[1월 경력공채] 서버개발 담당 경력사원 모집,서버·네트워크·보안응용프로그램개발데이터베이스·DBA ,3년↑_학력무관_,정규직서울 동작구,내일마감
74,㈜LG화학기술관리 분야 경력사원 모집(본사),반도체·디스플레이·LCD연구소·R&D; ,3년↑_대학교(4년)↑_,서울 영등포구,~ 01/28(일)
75,(주)씨에스에이코..영상편집/스타일링&메이크업 경력 채용,동영상·편집·코덱연예·엔터테인먼트카메라·조명·미술 외        ,"2년↑_대학(2,3년)↑_",정규직 · 계약직서울 강남구,~ 02/03(토)
76,(주)유니테스트품질기술팀 신입/경력사원(5년이상) 모집,전기·전자·제어생산관리·품질관리 ,신입 · 경력_대학교(4년)↑_,정규직경기 용인시 기흥구,~ 01/17(수)
77,유니셈㈜유니셈(주) IoT 사업부 영업팀 모집,일반영업 ,신입_고졸↑_,정규직경기 화성시,~ 01/28(일)
78,㈜코렌텍의료기기 연구소 신입 연구원 모집,설계·CAD·CAM ,신입 · 경력_석사↑_,정규직서울 서초구,~ 01/17(수)
79,한국의약품안전관..2018년 2차 채용 공고,홍보·PR·사보회계·재무·세무·IR서버·네트워크·보안 외        ,신입 · 경력_고졸↑_,정규직 · 계약직경기 안양시,~ 01/17(수)
80,(주)바이오리더스(주)바이오리더스 컨슈머사업본부 영업부문 경력직 직원 채용,일반영업 ,2 ~ 5년_대학교(4년)↑_,정규직경기 용인시 수지구,18시마감
81,(주)신한[정규직] 결산&회계 팀장 채용,경리·출납·결산 ,10 ~ 20년_대학교(4년)↑_,정규직서울 마포구,~ 01/21(일)
82,(주)커피빈코리아(주)커피빈코리아 구매물류팀 경력직 채용,구매·자재·재고 ,2년↑_대학교(4년)↑_,정규직 · 계약직서울 강남구,~ 02/02(금)
83,(주)카페베네(주)카페베네 마케팅팀 채용,마케팅·광고·분석제품·산업디자인광고·시각디자인 ,경력무관_학력무관_,정규직서울 광진구,~ 01/22(월)
84,유진판지공업(주)영업관리 사무원 경력무관 채용 - 정규직,영업기획·관리·지원 ,경력무관_학력무관_,"정규직경기 시흥시2,600~2,800만원",~ 02/03(토)
85,㈜하이스틸[영업관리팀] 영업관리 사원 모집 공고,영업기획·관리·지원 ,"경력무관_대학(2,3년)↑_",정규직서울 중구,~ 01/20(토)
86,일동후디스회계팀 직원 채용,경리·출납·결산회계·재무·세무·IR ,신입_학력무관_,정규직서울 광진구,~ 01/20(토)
87,일동후디스인사팀직원 채용,인사·교육·노무 ,3년↑_학력무관_,정규직서울 광진구,~ 01/20(토)
88,일동후디스해외사업팀 경력직 채용,해외영업·무역영업무역사무·수출입 ,3년↑_학력무관_,정규직서울 광진구,~ 01/20(토)
89,(주)뉴트리바이오텍건강기능식품 신제품개발 직원모집,바이오·제약·식품연구소·R&D; ,신입 · 경력_학력무관_,정규직경기 이천시,~ 01/30(화)
90,팅크웨어㈜아이나비 사업전략기획 및 상품마케팅기획 경력 모집,기획·전략·경영마케팅·광고·분석 ,3년↑_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/17(수)
91,제미니투자㈜제미니투자㈜ 공시담당자 채용,기획·전략·경영회계·재무·세무·IR ,"3년↑_대학(2,3년)↑_",정규직서울 서초구,~ 01/31(수)
92,팅크웨어㈜아이나비 Android 및 C/C++ 개발 신입 및 경력 모집,전기·전자·제어응용프로그램개발통신·모바일 ,신입 · 경력_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/17(수)
93,천재교육홍보팀 팀원 모집,홍보·PR·사보마케팅·광고·분석 ,신입 · 경력_대학교(4년)↑_,정규직 · 계약직서울 금천구,~ 01/17(수)
94,㈜대현(주)대현 경영관리실 직원 모집,기획·전략·경영총무·법무·사무영업기획·관리·지원 ,신입 · 경력_대학교(4년)↑_,정규직서울 강남구,~ 01/23(화)
95,(주)포티스인터넷쇼핑몰 MD 모집,컨텐츠·사이트운영고객센터·CS ,경력무관_고졸↑_,정규직경기 성남시 분당구,~ 01/21(일)
96,대림산업㈜[대림산업 건설사업부] 주택사업본부 경력직 채용,설계·CAD·CAM연구소·R&D;토목·조경·도시·측량 외        ,경력_대학교(4년)↑_,정규직 · 계약직서울 종로구,~ 01/21(일)
97,크레텍책임㈜영업 신입사원 모집,기획·전략·경영홍보·PR·사보마케팅·광고·분석 외        ,신입_대학교(4년)↑_,정규직서울전체,내일마감
98,"해태제과식품㈜채용연계형 인턴사원, 노무사 모집 안내",기획·전략·경영총무·법무·사무인사·교육·노무 외        ,신입 · 경력_대학교(4년)↑_,정규직 · 인턴직서울 용산구,내일마감
99,㈜비씨월드제약신입 및 경력직 공개채용,마케팅·광고·분석일반영업영업기획·관리·지원 외        ,신입 · 경력_학력무관_,정규직서울 강남구,오늘마감
