,Job Title,Job Sector,Recruit Condition,Company Info,DeadLines_MonJan151331572018
15,대성[디큐브아트센터]하우스 운영(홍보 겸) 신입사원 모집,총무·법무·사무홍보·PR·사보 ,신입_대학교(4년)↑_,정규직서울 구로구,~ 01/18(목)
16,㈜풍인무역R&D;(여성의류 디자이너) 모집,섬유·의류·패션의류·패션·잡화디자인 ,3년↑_대학교(4년)↑_,정규직서울 영등포구,~ 02/10(토)
17,동양이엔피동양이엔피(주) 품질팀 신입사원 채용,전기·전자·제어생산관리·품질관리 ,"신입 · 경력_대학(2,3년)↑_",정규직경기 평택시,~ 01/22(월)
18,"(주) 디티알경리사무원 모집 (경영지원Part, 생산기술Part)",총무·법무·사무경리·출납·결산 ,신입_고졸↑_,"정규직경남 양산시2,600~2,800만원",내일마감
19,(주)미래아이앤지솔루션 기술 지원부문 신입/경력 채용,서버·네트워크·보안응용프로그램개발하드웨어·소프트웨어 ,"신입 · 경력_대학(2,3년)↑_",정규직서울 강남구,~ 02/09(금)
20,서초문화재단2018 01차 서초문화재단 직원(음향감독) 공개경쟁 채용,공연·무대·스텝 ,경력무관_학력무관_,"정규직서울 서초구2,200~2,400만원",~ 01/17(수)
21,와이엠티㈜연구개발 석사 신입 / 경력 및 전문연구요원 채용,연구소·R&D; ,신입 · 경력_석사↑_,정규직 · 병역특례인천 남동구,내일마감
22,와이엠티㈜플럭스 세정제 기술영업 신입/경력 채용,기술영업 ,신입 · 경력_학력무관_,정규직인천 남동구,내일마감
23,예금보험공사예금보험공사 전문직(박사) 채용,경영분석·컨설턴트연구소·R&D; ,신입 · 경력_박사_,계약직서울 중구,~ 01/24(수)
24,서울특별시여성가..2018년 제1회 채용 공고,기획·전략·경영홍보·PR·사보회계·재무·세무·IR 외        ,신입 · 경력_고졸↑_,정규직 · 계약직서울 동작구,~ 01/19(금)
25,㈜텐바이텐텐바이텐 각 분야별 MD 채용,기획·전략·경영판매·매장관리영업기획·관리·지원 외        ,"신입 · 경력_대학(2,3년)↑_",정규직서울 종로구,~ 01/17(수)
26,"㈜현대홈쇼핑경력 채용공고(공정거래, 법무, 정보보안관리자)",총무·법무·사무서버·네트워크·보안증권·투자·펀드·외환 외        ,경력_대학교(4년)↑_,서울 강동구,~ 01/21(일)
27,(주)카페베네(주)카페베네 재무팀 경력 채용,경리·출납·결산회계·재무·세무·IR ,4년↑_학력무관_,정규직서울 광진구,~ 01/28(일)
28,(주)신성이엔지신성이엔지 홍보 담당자 경력자 채용,홍보·PR·사보회계·재무·세무·IR전기·전자·제어 ,3년↑_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/21(일)
29,(주)케이씨피드(주)케이씨피드 식품사업부 R&D;(제품개발실) 경력사원 모집,바이오·제약·식품연구소·R&D; ,5년↑_학력무관_,정규직 · 계약직경기 성남시 분당구,~ 01/17(수)
30,(주)케이씨피드(주)케이씨피드 식품사업부 품질팀 경력사원 모집,생산관리·품질관리연구소·R&D; ,5 ~ 10년_대학교(4년)↑_,정규직 · 계약직경남 거창군,~ 01/17(수)
31,오스코텍(주)오스코텍 판교연구소 생물학팀 연구원 모집,연구소·R&D; ,신입 · 경력_석사↑_,정규직경기 성남시 분당구,~ 02/09(금)
32,SK이노베이션㈜Battery원가기획팀 경력사원 채용,회계·재무·세무·IR생산관리·품질관리물류·유통·운송 외        ,경력_대학교(4년)↑_,정규직서울 종로구,~ 01/21(일)
33,㈜휴온스글로벌[휴온스그룹] 휴이노베이션-연구개발직 신입사원 모집,화학·에너지비금속·요업·신소재 ,신입_대학교(4년)↑_,정규직충남 아산시,~ 01/31(수)
34,한국먼디파마(유)Medical Representative(영업) 채용,일반영업 ,1년↑_대학교(4년)↑_,정규직광주전체,오늘마감
35,㈜에스아이티[한화그룹계열] 에스아이티 채용전제형 인턴 모집,전기·전자·제어시스템개발 ,신입 · 경력_대학교(4년)↑_,인턴직경기 화성시,~ 01/23(화)
36,(주)디지아이프린터 개발(제어) 신입 및 경력자 모집,연구소·R&D; ,신입 · 경력_대학교(4년)↑_,정규직경기 양주시,~ 02/09(금)
37,(주)케이엔이글로벌국내 내수 브랜드 지원,영업기획·관리·지원 ,신입_학력무관_,정규직서울 성동구,~ 02/09(금)
38,SK매직경영전략부문 경력 채용,홍보·PR·사보회계·재무·세무·IR ,3년↑_대학교(4년)↑_,정규직서울 중구,~ 01/23(화)
39,우리관리㈜경리직원 채용,경리·출납·결산 ,신입 · 경력_학력무관_,경기 용인시,오늘마감
40,㈜삼정2018년 각 부문 신입 및 경력 채용,기획·전략·경영총무·법무·사무인사·교육·노무 외        ,"신입 · 경력_대학(2,3년)↑_",정규직부산 동래구,~ 01/21(일)
41,나라엠앤디㈜[나라엠앤디] 전산 IT 개발 신입/경력 채용,서버·네트워크·보안응용프로그램개발 ,신입 · 경력_대학교(4년)↑_,정규직경남 창원시3300만원,~ 01/17(수)
42,인지컨트롤스㈜자동차부품 해외영업(일본) 경력자 모집,해외영업·무역영업 ,2 ~ 8년_대학교(4년)↑_,정규직경기 시흥시,~ 01/21(일)
43,㈜다날다날 결제 웹서비스 개발 경력사원 모집,웹개발데이터베이스·DBA ,2년↑_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/24(수)
44,(주)이뮨온시아[유한양행/소렌토 합작회사] 2018년 각 부문별 신입/경력 채용..,총무·법무·사무사무보조·문서작성회계·재무·세무·IR 외        ,신입 · 경력_학력무관_,정규직경기 용인시 기흥구,~ 01/26(금)
45,전자부품연구원정규직 채용 공고,반도체·디스플레이·LCD서버·네트워크·보안응용프로그램개발 외        ,신입 · 경력_석사↑_,정규직전북 전주시,~ 01/22(월)
46,DHL Supply Chain..[DHL] Planning Analyst (과장급),기획·전략·경영경리·출납·결산회계·재무·세무·IR 외        ,신입 · 경력_대학교(4년)↑_,정규직서울 용산구,내일마감
47,주식회사 디케이..[카카오계열사] 카카오 서비스 사이트 개발자 정규직 채용,웹개발응용프로그램개발하드웨어·소프트웨어 ,5년↑_학력무관_,정규직경기 성남시 분당구,~ 01/21(일)
48,주식회사 디케이..검색 Front-end 개발자 정규직 채용(제주 근무),웹개발퍼블리싱·UI개발 ,경력무관_학력무관_,정규직제주 제주시,~ 01/21(일)
49,주식회사 디케이..카카오계열사의 사내시스템 개발자 채용(정규직),웹개발 ,5년↑_학력무관_,정규직서울 금천구,~ 01/21(일)
50,㈜사조그룹㈜사조해표와 함께 성장할 수 있는 역량있는 인재를 모십니다.,일반영업영업기획·관리·지원구매·자재·재고 ,신입 · 경력_대학교(4년)↑_,정규직서울 서초구,~ 01/17(수)
51,이지웰페어(주)개발자(경력직) 모집,웹마스터·QA·테스터웹개발응용프로그램개발 ,"3 ~ 8년_대학(2,3년)↑_",정규직서울 구로구,~ 01/31(수)
52,팅크웨어㈜아이나비 기술영업 경력 모집,IT·솔루션영업기술영업통신·모바일 ,5년↑_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/24(수)
53,메가스터디교육㈜[학원사업본부] 인쇄/편집 디자이너,그래픽디자인·CG출판·편집디자인광고·시각디자인 ,3 ~ 7년_대학교(4년)↑_,정규직서울 서초구,~ 01/31(수)
54,(주)바바패션(주)바바패션 지고트 영업MD 경력 채용 공고,섬유·의류·패션상품기획·MD ,"2 ~ 6년_대학(2,3년)↑_",정규직서울 서초구,~ 02/09(금)
55,현대통신[보라매/상장사] 현대통신(주) 시각디자인 경력사원 채용,제품·산업디자인광고·시각디자인 ,3 ~ 6년_대학교(4년)↑_,정규직서울 영등포구,내일마감
56,㈜로보로보컨텐츠 개발팀 신입 디자이너 채용,웹디자인그래픽디자인·CG출판·편집디자인 외        ,"신입_대학(2,3년)↑_",정규직서울 강북구,~ 01/22(월)
57,(주)포티스온라인 쇼핑몰 영업 담당자 모집,컨텐츠·사이트운영 ,3년↑_고졸↑_,정규직경기 성남시 분당구,~ 02/04(일)
58,㈜리드코프(주)리드코프 정보시스템부 채용공고,서버·네트워크·보안웹개발응용프로그램개발 ,신입 · 경력_대학교(4년)↑_,정규직 · 계약직서울 영등포구,~ 02/07(수)
59,이스라비젼코리아..ISRA VISION Korea 직원 채용,사무보조·문서작성영업기획·관리·지원외국어·번역·통역 외        ,경력무관_대학교(4년)↑_,정규직경기 의왕시,내일마감
60,"크린팩토메이션(주)영업2팀 신입사원 모집(사무보조,일본어번역)",사무보조·문서작성영업기획·관리·지원외국어·번역·통역 ,"신입_대학(2,3년)↑_",인턴직경기 화성시,~ 01/20(토)
61,신성통상㈜그룹사 각 부문별 상시채용,기획·전략·경영마케팅·광고·분석일반영업 외        ,경력무관_대학교(4년)↑_,정규직서울전체,~ 01/18(목)
62,선진정공 ㈜선진그룹 2018년 대졸신입 및 경력사원 공개채용,기획·전략·경영총무·법무·사무경리·출납·결산 외        ,신입 · 경력_대학교(4년)↑_,정규직서울 강남구,~ 01/19(금)
63,한국지하수지열협회한국지하수지열협회에서 인재를 모집합니다,기획·전략·경영 ,2년↑_대학교(4년)↑_,정규직서울 강남구,오늘마감
64,㈜바이넥스(주)바이넥스 마케팅팀 신입사원 모집,마케팅·광고·분석 ,신입_대학교(4년)↑_,정규직인천 연수구,~ 01/21(일)
65,㈜중앙일보중앙일보 인사팀 인턴 채용(채용연계형),인사·교육·노무 ,신입 · 경력_대학교(4년)↑_,인턴직서울 중구,~ 01/23(화)
66,한국타카타주식회사한국타카타 설계팀 신입사원 채용,설계·CAD·CAM ,신입_대학교(4년)↑_,정규직경기 화성시,~ 01/31(수)
67,한국타카타주식회사한국타카타 공정품질팀(PQA) 신입 및 대리급 채용,생산관리·품질관리 ,신입 · 경력_대학교(4년)↑_,정규직경기 화성시,~ 01/31(수)
68,LG전자㈜[H&A;본부] 냉장고(김치냉장고) 신기능 개발 경력사원,기계·기계설비설계·CAD·CAM연구소·R&D; ,5년↑_대학교(4년)↑_,경남 창원시 성산구,~ 01/17(수)
69,아모제푸드시스템..식자재 영업 (경력직) 사원 모집 (정규직),일반영업영업기획·관리·지원 ,"1년↑_대학(2,3년)↑_",정규직서울 강남구,~ 01/25(목)
70,"㈜SBS2018 상반기 경력사원 공개채용 (기자,공인회계사)",세무·회계·CPA기자 ,2년↑_학력무관_,서울 양천구,~ 01/18(목)
71,㈜YG엔터테인먼트VIBE THE NEW FLOW 해외사업실 신입 모집,총무·법무·사무경리·출납·결산사무보조·문서작성 외        ,"신입_대학(2,3년)↑_",정규직서울 마포구,~ 01/22(월)
72,㈜바이넥스(주)바이넥스 영업기획팀 신입사원 모집,영업기획·관리·지원 ,신입_대학교(4년)↑_,정규직인천 연수구,~ 01/21(일)
73,"코나아이(주)[코나아이] 앱 개발자 채용(iOS, Android)",응용프로그램개발 ,2년↑_학력무관_,정규직서울 영등포구,~ 02/09(금)
74,㈜대명레저산업[대명리조트/제주] 시설팀[소방] 채용공고,전기·소방·통신·설비안전·품질·검사·관리 ,신입 · 경력_학력무관_,제주 제주시,오늘마감
75,"(주)이매진아시아경영지원팀 인사,총무 팀장급 모집",총무·법무·사무인사·교육·노무 ,3년↑_학력무관_,정규직서울 강남구,~ 01/17(수)
76,㈜한컴MDS2018년 상반기 각 부문별 신입 및 경력사원 모집,IT·솔루션영업기술영업영업기획·관리·지원 외        ,신입 · 경력_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/31(수)
77,"㈜해커스교육그룹[신입/경력] 시설관리(영선), 사무기기/전산기기 관리",기계·기계설비전기·전자·제어서버·네트워크·보안 외        ,신입 · 경력_고졸↑_,계약직서울 강남구,~ 01/31(수)
78,㈜링크프라이스온라인 마케팅 각부문 신입/경력 모집,사무보조·문서작성마케팅·광고·분석일반영업 외        ,"신입 · 경력_대학(2,3년)↑_",정규직서울 강남구,~ 01/19(금)
79,(주)케이지모빌리..[KG모빌리언스] - 채용 및 Payroll 등 인사 전반 담당자 채용,경리·출납·결산인사·교육·노무 ,5년↓_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/21(일)
80,한국기초과학지원..바이오융합분석본부(질환표적기능연구팀) 인턴직원 채용,연구소·R&D; ,신입 · 경력_대학교(4년)↑_,인턴직충북 청주시 청원구,~ 01/17(수)
81,"(주)위노바총무·법무·사무(총무, 문서관리 외 3개 부문) 채용 공고",총무·법무·사무인사·교육·노무 ,"경력무관_대학(2,3년)↑_","정규직경기 평택시2,200~2,400만원",~ 01/19(금)
82,SK하이닉스[경력] Diffusion기술혁신 및 장비PART 분야 경력사원 모집,응용프로그램개발 ,15년↑_대학교(4년)↑_,경기 이천시,~ 01/22(월)
83,㈜GS넷비전영상디자인(모션그래픽) 인턴사원 채용,카메라·조명·미술광고·카피·CF그래픽디자인·CG 외        ,"신입_대학(2,3년)↑_",정규직 · 인턴직서울 강남구,~ 01/19(금)
84,㈜GS넷비전콘텐츠 영업 및 제휴 경력 채용,광고영업방송연출·PD·감독광고·카피·CF ,"2년↑_대학(2,3년)↑_",서울 강남구,~ 01/19(금)
85,SK매직연구개발부문 경력 채용,기계·기계설비전기·전자·제어생산관리·품질관리 외        ,경력_대학교(4년)↑_,정규직경기 평택시,~ 01/23(화)
86,(주)교원교원그룹 [연구기획팀] 경력직 수시채용 (상품기획/플랫폼),기획·전략·경영웹기획·PM응용프로그램개발 ,4년↑_대학교(4년)↑_,정규직서울 중구,~ 01/28(일)
87,현대라이프㈜[경력] 계리/선임계리 인재 모집,채권·보험·보상·심사 ,경력_학력무관_,정규직서울 영등포구,~ 01/21(일)
88,(주)교원교원그룹 [컨텐츠개발팀] 경력직 수시채용 (스마트러닝 앱 기획/,웹기획·PM응용프로그램개발그래픽디자인·CG ,3년↑_대학교(4년)↑_,정규직서울 중구,~ 01/28(일)
89,한국오므론전장㈜각 부문 신입/경력 모집,일반영업기술영업영업기획·관리·지원 외        ,"신입 · 경력_대학(2,3년)↑_",정규직서울 금천구,내일마감
90,㈜대명레저산업2018년 상반기 전문직군(기계/전기) 직원 모집,기계·기계설비전기·전자·제어전기·소방·통신·설비 외        ,"신입 · 경력_대학(2,3년)↑_",강원 고성군,~ 01/27(토)
91,㈜광진윈텍(주)광진윈텍 재무팀 신입/경력직 채용,경리·출납·결산 ,신입 · 경력_대학교(4년)↑_,정규직부산 기장군,~ 01/22(월)
92,대봉엘에스㈜인사/총무 경력직 직원 모집,총무·법무·사무경리·출납·결산인사·교육·노무 ,7년↑_대학교(4년)↑_,정규직인천 남동구,~ 01/21(일)
93,한국기초과학지원..연구장비개발사업본부(스핀공학물리연구팀) 인턴직원 채용(대덕),설계·CAD·CAM연구소·R&D; ,신입 · 경력_대학교(4년)↑_,인턴직대전 대덕구,~ 01/19(금)
94,제룡산업(주)연구개발 경력사원 모집,기계·기계설비설계·CAD·CAM ,2 ~ 15년_학력무관_,정규직충북 옥천군,~ 01/25(목)
95,"(주)엘오티베큠자회사 플라즈마장비 개발(분석,설계,개발/평가)채용",연구소·R&D; ,신입 · 경력_대학교(4년)↑_,정규직경기 화성시,~ 02/09(금)
96,㈜GS넷비전모바일 쿠폰 기획 및 영업 인턴사원 채용,홍보·PR·사보마케팅·광고·분석일반영업 외        ,신입_대학교(4년)↑_,정규직 · 인턴직서울 강남구,~ 01/19(금)
97,㈜유라코퍼레이션재무부문 경력사원 채용,회계·재무·세무·IR ,5년↑_학력무관_,경기 성남시 분당구,~ 01/21(일)
98,(주)네오디안테크..㈜네오디안테크놀로지 경영기획팀 경력사원 모집,회계·재무·세무·IR ,7년↑_대학교(4년)↑_,정규직서울 구로구,~ 01/26(금)
99,"양우종합건설(주)부문별 경력직 모집(건축시공,건축공무,품질,고객지원,개발사..",고객센터·CS설계·CAD·CAM토목·조경·도시·측량 외        ,신입 · 경력_학력무관_,정규직 · 계약직전국,~ 01/22(월)
