,Job Title,Job Sector,Recruit Condition,Company Info,DeadLines_MonJan151331532018
34,동아화성㈜동아화성 직원 채용,총무·법무·사무사무보조·문서작성회계·재무·세무·IR 외        ,"신입 · 경력_대학(2,3년)↑_",정규직경남 김해시,~ 01/20(토)
35,에이스침대[에이스침대] VMD 채용,제품·산업디자인디자인기타전시·공간디자인 ,"3년↑_대학(2,3년)↑_",정규직서울 강남구,~ 01/25(목)
36,"성호그룹성호그룹 건설사업부 관리팀 인사총무,자재관리 모집공고",총무·법무·사무인사·교육·노무구매·자재·재고 ,신입 · 경력_학력무관_,정규직경북 경주시,~ 02/11(일)
37,㈜대명레저산업(주)대명레저산업 본사 식음사업팀 채용 공고,외식·식음료호텔·카지노·콘도요리·제빵사·영양사 ,"신입 · 경력_대학(2,3년)↑_",정규직 · 인턴직서울 송파구,~ 01/26(금)
38,㈜GS ITM칼텍스 시스템 유지보수 경력사원 모집,회계·재무·세무·IR웹마스터·QA·테스터웹개발 외        ,4년↑_학력무관_,서울 종로구,~ 01/28(일)
39,"(주)세스코시험분석센터 이화학 분석 신입, 경력 사원 모집",화학·에너지바이오·제약·식품 ,신입 · 경력_대학교(4년)↑_,정규직서울 강동구,~ 01/26(금)
40,이투스교육고등온라인사업본부 컨텐츠기획팀 사탐 담당 신입/경력 정규직..,교육기획·교재초중고·특수학교입시·보습·속셈학원 ,신입 · 경력_대학교(4년)↑_,정규직서울 서초구,~ 01/23(화)
41,올림푸스한국㈜전산팀 담당(SAP FI/CO 유지보수 및 컨설팅),웹개발ERP·시스템분석·설계 ,4 ~ 8년_대학교(4년)↑_,정규직서울 서초구,~ 01/18(목)
42,AJ가족㈜AJ가족 1월 신입/경력사원 채용,기획·전략·경영총무·법무·사무인사·교육·노무 외        ,신입 · 경력_대학교(4년)↑_,정규직서울 송파구,~ 01/21(일)
43,㈜신세계SSG.com UI개발 경력사원 모집,웹개발웹디자인퍼블리싱·UI개발 ,3년↑_대학교(4년)↑_,서울 중구,~ 01/21(일)
44,(주)펄어비스[펄어비스] 태국 커뮤니케이터 모집,게임·Game외국어·번역·통역 ,경력무관_학력무관_,계약직경기 안양시 동안구,~ 02/11(일)
45,"㈜창조종합건축사..결산·정산, 회계, 재무, 세무 정규직 채용(경력사원)",경리·출납·결산회계·재무·세무·IR ,"1 ~ 4년_대학(2,3년)↑_","정규직 · 계약직서울 강남구2,800~3,000만원",~ 01/22(월)
46,㈜네오위즈[전문연구요원] 인공지능 응용시스템 연구개발 담당자 모집,응용프로그램개발인공지능(AI)·빅데이터연구소·R&D; ,신입 · 경력_학력무관_,정규직경기 성남시 분당구,~ 01/21(일)
47,한국도키멕주식회사무역업무 신입 및 경력사원 채용,해외영업·무역영업무역사무·수출입 ,경력무관_대학교(4년)↑_,정규직대구 달성군,~ 01/18(목)
48,㈜네오위즈[전문연구요원] 모바일 게임용 Android 플랫폼 SDK 개발자,웹기획·PM웹개발게임·Game 외        ,3년↑_학력무관_,경기 성남시 분당구,~ 01/21(일)
49,㈜테라젠이텍스테라젠이텍스 영업기획실 채용,영업기획·관리·지원 ,신입_학력무관_,정규직서울 서초구,~ 01/31(수)
50,㈜대명레저산업[비발디파크] 클럽운영팀 부대영업 담당 직원 채용,호텔·카지노·콘도 ,신입_학력무관_,강원 홍천군,~ 01/17(수)
51,"주식회사 넥스지[경력직] 주식회사 넥스지 인사, 총무 모집",총무·법무·사무인사·교육·노무 ,"3년↑_대학(2,3년)↑_",정규직서울 마포구,~ 01/21(일)
52,대성쎌틱에너시스㈜구매관리 신입사원 모집,영업기획·관리·지원금속·금형구매·자재·재고 ,"신입_대학(2,3년)↑_",충북 음성군,~ 01/18(목)
53,주식회사 넥스지주식회사 넥스지 보안솔루션팀 인력채용,서버·네트워크·보안 ,"1년↑_대학(2,3년)↑_",정규직서울 마포구,~ 01/31(수)
54,용산화학㈜용산화학 해외영업 담당자 경력사원 채용,기술영업영업기획·관리·지원해외영업·무역영업 ,3 ~ 5년_대학교(4년)↑_,정규직서울 용산구,~ 01/28(일)
55,㈜대명레저산업[비발디파크] 시설팀 소방담당 직원모집,전기·소방·통신·설비안전·품질·검사·관리 ,신입_학력무관_,강원 홍천군,~ 01/17(수)
56,LG전자㈜[H&A;본부] 2018년 차량용전동컴프 R&D;개발 경력사원 모집,,1년↑_대학교(4년)↑_,인천 서구,~ 02/25(일)
57,대성쎌틱에너시스㈜연구개발 신입사원 모집,화학·에너지전기·전자·제어반도체·디스플레이·LCD 외        ,"신입_대학(2,3년)↑_",충북 음성군,~ 01/18(목)
58,(주)에이티젠㈜에이티젠 영업본부 신입 및 경력 채용,일반영업기술영업영업기획·관리·지원 ,"신입 · 경력_대학(2,3년)↑_",정규직경기 성남시 분당구,~ 01/28(일)
59,(주)에이티젠㈜에이티젠 학술지원팀 연구원 신입 및 경력 채용,바이오·제약·식품 ,신입 · 경력_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/28(일)
60,(유)브링스글로벌[회계/세무/총무] 외국계 보안운송업 신입 및 경력사원 모집,총무·법무·사무비서·안내·수행원회계·재무·세무·IR 외        ,"신입 · 경력_대학(2,3년)↑_",정규직서울 마포구,~ 01/21(일)
61,키움투자자산운용..[키움투자자산운용] 부동산부문 팀원 모집(경력),기획·전략·경영증권·투자·펀드·외환부동산·개발·경매·분양 ,신입 · 경력_대학교(4년)↑_,정규직서울 영등포구,~ 01/21(일)
62,(주)에이티젠에이티젠 일본 현지법인 바이오전공자 신규 채용,바이오·제약·식품안경·렌즈·광학 ,신입 · 경력_대학교(4년)↑_,정규직아시아·중동 일본,~ 01/28(일)
63,"㈜대명레저산업굿앤굿스 신입[마트영업관리,캐셔]채용",총무·법무·사무판매·매장관리영업기획·관리·지원 ,신입 · 경력_고졸↑_,전국,~ 01/31(수)
64,㈜ED글로벌 사업(해외기술영업) 사원 채용,해외영업·무역영업 ,3년↑_대학교(4년)↑_,정규직경기 광주시,~ 01/18(목)
65,오스템임플란트㈜경영지원(자회사),총무·법무·사무인사·교육·노무회계·재무·세무·IR ,1년↑_대학교(4년)↑_,경기 안산시 단원구,~ 01/18(목)
66,한국공정거래조정원2018년도 상반기 직원 공개채용(블라인드 채용),기획·전략·경영총무·법무·사무홍보·PR·사보 외        ,신입 · 경력_학력무관_,정규직서울 중구,~ 01/24(수)
67,(주)액토즈소프트법무팀 경력직 채용의 건. (변호사 우대),총무·법무·사무 ,4년↑_대학교(4년)↑_,정규직서울 서초구,~ 01/31(수)
68,㈜대명레저산업[비발디파크] 골프지원팀 영업관리 직원 채용,총무·법무·사무영업기획·관리·지원 ,신입 · 경력_학력무관_,강원 홍천군,~ 01/17(수)
69,교통안전공단광주전남본부 청년인턴 채용 공고,사무보조·문서작성 ,신입 · 경력_학력무관_,인턴직광주 남구,~ 01/21(일)
70,에스지에이(주)(주)SGA임베디드 AirPro 기술영업 및 영업관리,IT·솔루션영업영업기획·관리·지원 ,"경력무관_대학(2,3년)↑_",정규직서울 송파구,~ 01/26(금)
71,한화호텔앤드리조..한화아쿠아플라넷 제주 회계·재무·세무·IR 신입&경력 채용,회계·재무·세무·IR ,신입 · 경력_학력무관_,정규직제주 서귀포시,~ 01/21(일)
72,(주)제넥신[제넥신] 단백질 치료제 연구 및 파이프라인 도출 연구원 모집,바이오·제약·식품연구소·R&D; ,신입 · 경력_대학교(4년)↑_,정규직경기 성남시 분당구,~ 01/26(금)
73,㈜LG유플러스유아마케팅 분야 경력사원 채용,홍보·PR·사보마케팅·광고·분석 ,경력_대학교(4년)↑_,서울 용산구,~ 01/22(월)
74,(주)창의와탐구SW/과학(화학) 연구원 모집-창의와탐구 영재교육연구소,IT·디자인·컴퓨터교육교육기획·교재초중고·특수학교 ,경력무관_대학교(4년)↑_,정규직 · 계약직서울 서초구,~ 01/29(월)
75,㈜LG유플러스AR/VR/MR 분야 경력사원 채용,기획·전략·경영응용프로그램개발상품기획·MD ,1년↑_대학교(4년)↑_,서울 용산구,~ 01/22(월)
76,(주)미디어웹온라인/모바일 광고영업인 모집,광고영업영업기획·관리·지원게임·Game ,신입 · 경력_학력무관_,정규직서울 금천구,~ 01/18(목)
77,콘티넨탈코리아콘티넨탈 코리아 2018년도 1월 신규채용 (신입ㆍ경력),회계·재무·세무·IR일반영업기술영업 외        ,신입 · 경력_학력무관_,정규직서울전체,~ 01/17(수)
78,교원[호텔연수지원팀] 신입/경력 수시채용(재무),회계·재무·세무·IR판매·매장관리호텔·카지노·콘도 ,신입 · 경력_대학교(4년)↑_,정규직 · 계약직서울 중구,~ 01/28(일)
79,아이에스동서(주)각 부문 신입 및 경력사원 모집,생산관리·품질관리웹디자인부동산·개발·경매·분양 ,"신입 · 경력_대학(2,3년)↑_",정규직서울 강남구,~ 01/22(월)
80,"(주)백금티앤에이Planning Team 총무, 인사 경력직 채용",총무·법무·사무인사·교육·노무 ,"2 ~ 6년_대학(2,3년)↑_",정규직경기 군포시,~ 01/25(목)
81,"(주)백금티앤에이[신입] 세무, 회계, 재무 정규직 모집합니다",회계·재무·세무·IR ,신입_대학교(4년)↑_,정규직경기 군포시,~ 02/01(목)
82,한국도박문제관리..부산센터 인턴 채용 공고,사회복지·요양·봉사의료기사 ,신입 · 경력_석사↑_,인턴직부산 동구,~ 01/23(화)
83,SK이노베이션㈜Utility사업팀 사업개발원 모집,전기·전자·제어생산관리·품질관리연구소·R&D; 외        ,경력_대학교(4년)↑_,정규직서울 종로구,~ 01/31(수)
84,(주)위메프판촉운영 담당자(정규직),마케팅·광고·분석 ,1 ~ 3년_학력무관_,정규직서울 강남구,~ 02/12(월)
85,한국에스케이에프..SCD 구매팀 팀원 모집,사무보조·문서작성 ,"신입_대학(2,3년)↑_",정규직대구 달성군2900만원,~ 01/18(목)
86,(주)위메프[플랫폼]네트워크 엔지니어(정규직),서버·네트워크·보안 ,5년↑_학력무관_,정규직서울 강남구,~ 02/12(월)
87,이루온안드로이드 개발자 모집,응용프로그램개발 ,"3년↑_대학(2,3년)↑_",정규직경기 성남시 분당구,~ 01/25(목)
88,㈜비트컴퓨터각 부문별 정규직 채용합니다(신입&경력),웹기획·PM웹개발응용프로그램개발 ,"신입 · 경력_대학(2,3년)↑_",정규직서울 서초구,~ 01/30(화)
89,메가MD 주식회사메가MD(메가스터디 자회사) 컨텐츠사업본부 교재팀,경리·출납·결산물류·유통·운송 ,신입 · 경력_대학교(4년)↑_,정규직서울 서초구,~ 01/26(금)
90,㈜YG엔터테인먼트VIBE THE NEW FLOW 전략제휴사업팀 인턴 모집,기획·전략·경영연예·엔터테인먼트 ,신입 · 경력_대학교(4년)↑_,정규직 · 인턴직서울 마포구,~ 01/24(수)
91,㈜바이오톡스텍약효약리/ 안전성약리 신입사원 채용,바이오·제약·식품연구소·R&D; ,"신입_대학(2,3년)↑_",정규직 · 인턴직충북 청주시 청원구2800만원,~ 01/21(일)
92,㈜넥스트아이연구개발부/ 비전사업부 정규직 채용 공고,기계·기계설비전기·전자·제어반도체·디스플레이·LCD 외        ,신입 · 경력_학력무관_,정규직경기 안양시,~ 01/17(수)
93,(주)와이비엠넷(주)YBMNET 전화영어팀 온라인 마케팅 담당자 채용,마케팅·광고·분석웹기획·PM ,"1년↑_대학(2,3년)↑_",정규직경기 성남시 분당구,~ 01/31(수)
94,오스템임플란트 ㈜오스템임플란트(주) 영상제작 신입/경력 채용,총무·법무·사무홍보·PR·사보회계·재무·세무·IR 외        ,"신입 · 경력_대학(2,3년)↑_",정규직서울 금천구,~ 01/18(목)
95,에스케이하이닉스..[SK하이닉스] 인력팀 인사 변동 담당자 채용,총무·법무·사무사무보조·문서작성 ,"경력무관_대학(2,3년)↑_",정규직경기 이천시,~ 01/21(일)
96,한화손해사정㈜전문심사직·접수심사직 신입사원 채용,사무보조·문서작성금융·보험영업영업기획·관리·지원 외        ,신입_고졸↑_,계약직서울 마포구,~ 01/22(월)
97,자화전자㈜자화전자(주) 해외마케팅팀 신입사원 채용,일반영업 ,신입_대학교(4년)↑_,정규직충북 청원군,~ 01/24(수)
98,호전실업(주)[본사 및 해외법인] 감사업무 경력 채용,회계·재무·세무·IR ,4 ~ 10년_학력무관_,정규직서울 마포구,~ 01/17(수)
99,(주)녹십자셀녹십자셀 재무회계팀 채용 공고(경력),회계·재무·세무·IR ,"1년↑_대학(2,3년)↑_",정규직서울 금천구,~ 01/21(일)
